Date,close
2020-01-02,45.43271255493164
2020-01-03,45.18484878540039
2020-01-06,45.1683235168457
2020-01-07,44.82131576538086
2020-01-08,44.90393829345703
2020-01-09,45.721885681152344
2020-01-10,45.87885665893555
2020-01-13,46.37458038330078
2020-01-14,46.26716995239258
2020-01-15,46.845516204833984
2020-01-16,46.94465637207031
2020-01-17,47.04379653930664
2020-01-21,47.233821868896484
2020-01-22,47.597354888916016
2020-01-23,47.779117584228516
2020-01-24,47.65519332885742
2020-01-27,47.489952087402344
2020-01-28,47.10163116455078
2020-01-29,47.10163116455078
2020-01-30,48.63010787963867
2020-01-31,48.25004959106445
2020-02-03,48.398765563964844
2020-02-04,48.613582611083984
2020-02-05,48.62184524536133
2020-02-06,48.737510681152344
2020-02-07,48.902748107910156
2020-02-10,49.36542892456055
2020-02-11,49.23323059082031
2020-02-12,49.08451461791992
2020-02-13,49.24976348876953
2020-02-14,49.5306510925293
2020-02-18,49.18364334106445
2020-02-19,49.3819465637207
2020-02-20,49.34063720703125
2020-02-21,49.679378509521484
2020-02-24,48.45660400390625
2020-02-25,47.770851135253906
2020-02-26,47.58909606933594
2020-02-27,45.38312911987305
2020-02-28,44.19340515136719
2020-03-02,46.20107650756836
2020-03-03,46.316749572753906
2020-03-04,48.67966842651367
2020-03-05,46.878562927246094
2020-03-06,45.65578842163086
2020-03-09,42.846702575683594
2020-03-10,44.33386993408203
2020-03-11,43.13587951660156
2020-03-12,38.963565826416016
2020-03-13,40.397098541259766
2020-03-16,37.72172927856445
2020-03-17,39.32194519042969
2020-03-18,37.380027770996094
2020-03-19,34.86301803588867
2020-03-20,31.920957565307617
2020-03-23,31.304210662841797
2020-03-24,32.879417419433594
2020-03-25,34.67966079711914
2020-03-26,36.91329574584961
2020-03-27,35.67979431152344
2020-03-30,37.505043029785156
2020-03-31,36.87995910644531
2020-04-01,35.10472106933594
2020-04-02,36.62992858886719
2020-04-03,36.5299072265625
2020-04-06,38.89689254760742
2020-04-07,38.76354217529297
2020-04-08,39.8553581237793
2020-04-09,40.83882141113281
2020-04-13,39.113582611083984
2020-04-14,40.77214431762695
2020-04-15,39.68033981323242
2020-04-16,39.255271911621094
2020-04-17,40.055381774902344
2020-04-20,38.780208587646484
2020-04-21,37.82174301147461
2020-04-22,38.07177734375
2020-04-23,37.563377380371094
2020-04-24,37.86342239379883
2020-04-27,38.98857498168945
2020-04-28,38.95523452758789
2020-04-29,39.271934509277344
2020-04-30,38.24681091308594
2020-05-01,38.00511169433594
2020-05-04,37.62171936035156
2020-05-05,37.83841323852539
2020-05-06,37.296669006347656
2020-05-07,37.171653747558594
2020-05-08,38.43015670776367
2020-05-11,37.955101013183594
2020-05-12,37.35500717163086
2020-05-13,36.6215934753418
2020-05-14,36.42155456542969
2020-05-15,36.054847717285156
2020-05-18,37.480037689208984
2020-05-19,37.12165069580078
2020-05-20,38.24681091308594
2020-05-21,37.646732330322266
2020-05-22,37.53003692626953
2020-05-26,38.41350173950195
2020-05-27,38.946895599365234
2020-05-28,39.2469367980957
2020-05-29,38.90522766113281
2020-06-01,39.16360092163086
2020-06-02,39.08858871459961
2020-06-03,39.922035217285156
2020-06-04,39.93870162963867
2020-06-05,40.91382598876953
2020-06-08,41.547245025634766
2020-06-09,40.83882141113281
2020-06-10,40.52211380004883
2020-06-11,37.955101013183594
2020-06-12,38.35037612915039
2020-06-15,38.939083099365234
2020-06-16,39.33437728881836
2020-06-17,39.17458724975586
2020-06-18,39.51940155029297
2020-06-19,38.7036018371582
2020-06-22,38.46812057495117
2020-06-23,38.384010314941406
2020-06-24,37.55141067504883
2020-06-25,37.786903381347656
2020-06-26,36.64311981201172
2020-06-29,37.30752182006836
2020-06-30,37.57664108276367
2020-07-01,37.69438552856445
2020-07-02,37.74485397338867
2020-07-06,38.03919982910156
2020-07-07,38.02238082885742
2020-07-08,37.904640197753906
2020-07-09,36.92905807495117
2020-07-10,37.97191619873047
2020-07-13,38.05601501464844
2020-07-14,38.577457427978516
2020-07-15,39.023193359375
2020-07-16,38.81294250488281
2020-07-17,39.37643051147461
2020-07-20,38.78770446777344
2020-07-21,39.696006774902344
2020-07-22,40.77251052856445
2020-07-23,40.604305267333984
2020-07-24,40.78092575073242
2020-07-27,40.77251052856445
2020-07-28,40.52021026611328
2020-07-29,40.38563919067383
2020-07-30,40.10809326171875
2020-07-31,39.72964859008789
2020-08-03,38.939083099365234
2020-08-04,39.2670783996582
2020-08-05,39.71282196044922
2020-08-06,39.93149948120117
2020-08-07,40.20061492919922
2020-08-10,40.133338928222656
2020-08-11,40.3099479675293
2020-08-12,40.73045349121094
2020-08-13,40.68840408325195
2020-08-14,40.747276306152344
2020-08-17,40.545433044433594
2020-08-18,40.722042083740234
2020-08-19,39.8389778137207
2020-08-20,39.8221549987793
2020-08-21,39.763282775878906
2020-08-24,40.34359359741211
2020-08-25,40.293121337890625
2020-08-26,40.50338363647461
2020-08-27,40.562255859375
2020-08-28,41.90788269042969
2020-08-31,41.65557861328125
2020-09-01,41.31075668334961
2020-09-02,43.051666259765625
2020-09-03,42.45454025268555
2020-09-04,42.925514221191406
2020-09-08,41.89105987548828
2020-09-09,42.21064376831055
2020-09-10,42.05084991455078
2020-09-11,42.94234085083008
2020-09-14,42.99319839477539
2020-09-15,43.281463623046875
2020-09-16,43.06102752685547
2020-09-17,42.8575439453125
2020-09-18,42.772762298583984
2020-09-21,41.619728088378906
2020-09-22,42.102989196777344
2020-09-23,40.8736457824707
2020-09-24,41.289066314697266
2020-09-25,41.3060302734375
2020-09-28,41.78081512451172
2020-09-29,41.47559356689453
2020-09-30,41.85711669921875
2020-10-01,41.69602966308594
2020-10-02,41.848636627197266
2020-10-05,41.865596771240234
2020-10-06,41.4925422668457
2020-10-07,42.01820755004883
2020-10-08,42.78125
2020-10-09,43.07798385620117
2020-10-12,43.31537628173828
2020-10-13,42.57777404785156
2020-10-14,42.492977142333984
2020-10-15,42.38276290893555
2020-10-16,42.416683197021484
2020-10-19,42.06906509399414
2020-10-20,42.60321044921875
2020-10-21,42.38276290893555
2020-10-22,42.967769622802734
2020-10-23,42.832122802734375
2020-10-26,42.2216796875
2020-10-27,42.306461334228516
2020-10-28,40.661678314208984
2020-10-29,40.712554931640625
2020-10-30,40.7464599609375
2020-11-02,41.221248626708984
2020-11-03,41.84014892578125
2020-11-04,41.68754577636719
2020-11-05,41.91646194458008
2020-11-06,41.92494201660156
2020-11-09,44.57014465332031
2020-11-10,45.76559066772461
2020-11-11,45.42646026611328
2020-11-12,44.94319534301758
2020-11-13,45.31624984741211
2020-11-16,45.655372619628906
2020-11-17,45.5112419128418
2020-11-18,44.604068756103516
2020-11-19,45.044944763183594
2020-11-20,44.65494155883789
2020-11-23,44.663421630859375
2020-11-24,45.12123489379883
2020-11-25,44.87537384033203
2020-11-27,44.68037414550781
2020-11-30,44.090789794921875
2020-12-01,44.46676254272461
2020-12-02,44.52655792236328
2020-12-03,45.099063873291016
2020-12-04,46.01335525512695
2020-12-07,45.27850341796875
2020-12-08,45.44084930419922
2020-12-09,45.56903076171875
2020-12-10,45.329769134521484
2020-12-11,45.58610916137695
2020-12-14,45.517765045166016
2020-12-15,46.00480651855469
2020-12-16,45.33832550048828
2020-12-17,45.517765045166016
2020-12-18,45.91935348510742
2020-12-21,45.124698638916016
2020-12-22,45.08197784423828
2020-12-23,45.35540771484375
2020-12-24,45.66301345825195
2020-12-28,46.278236389160156
2020-12-29,46.25260543823242
2020-12-30,46.51748275756836
2020-12-31,46.859275817871094
2021-01-04,45.08197784423828
