Date,close
2018-01-02,16.209999084472656
2018-01-03,16.170000076293945
2018-01-04,16.229999542236328
2018-01-05,16.219999313354492
2018-01-08,16.149999618530273
2018-01-09,16.030000686645508
2018-01-10,16.020000457763672
2018-01-11,16.010000228881836
2018-01-12,16.270000457763672
2018-01-16,16.25
2018-01-17,16.059999465942383
2018-01-18,15.970000267028809
2018-01-19,16.049999237060547
2018-01-22,16.040000915527344
2018-01-23,16.079999923706055
2018-01-24,16.559999465942383
2018-01-25,16.309999465942383
2018-01-26,16.40999984741211
2018-01-29,16.209999084472656
2018-01-30,16.149999618530273
2018-01-31,16.350000381469727
2018-02-01,16.25
2018-02-02,15.65999984741211
2018-02-05,15.739999771118164
2018-02-06,15.649999618530273
2018-02-07,15.40999984741211
2018-02-08,15.460000038146973
2018-02-09,15.390000343322754
2018-02-12,15.569999694824219
2018-02-13,15.619999885559082
2018-02-14,15.90999984741211
2018-02-15,15.90999984741211
2018-02-16,15.729999542236328
2018-02-20,15.539999961853027
2018-02-21,15.539999961853027
2018-02-22,15.65999984741211
2018-02-23,15.59000015258789
2018-02-26,15.680000305175781
2018-02-27,15.479999542236328
2018-02-28,15.460000038146973
2018-03-01,15.539999961853027
2018-03-02,15.5600004196167
2018-03-05,15.489999771118164
2018-03-06,15.779999732971191
2018-03-07,15.529999732971191
2018-03-08,15.550000190734863
2018-03-09,15.630000114440918
2018-03-12,15.609999656677246
2018-03-13,15.609999656677246
2018-03-14,15.609999656677246
2018-03-15,15.449999809265137
2018-03-16,15.390000343322754
2018-03-19,15.390000343322754
2018-03-20,15.279999732971191
2018-03-21,15.649999618530273
2018-03-22,15.4399995803833
2018-03-23,15.579999923706055
2018-03-26,15.720000267028809
2018-03-27,15.569999694824219
2018-03-28,15.359999656677246
2018-03-29,15.40999984741211
2018-04-02,15.649999618530273
2018-04-03,15.460000038146973
2018-04-04,15.380000114440918
2018-04-05,15.449999809265137
2018-04-06,15.430000305175781
2018-04-09,15.5600004196167
2018-04-10,15.619999885559082
2018-04-11,15.6899995803833
2018-04-12,15.520000457763672
2018-04-13,15.680000305175781
2018-04-16,15.720000267028809
2018-04-17,15.800000190734863
2018-04-18,16.18000030517578
2018-04-19,16.260000228881836
2018-04-20,16.1299991607666
2018-04-23,15.670000076293945
2018-04-24,15.760000228881836
2018-04-25,15.609999656677246
2018-04-26,15.579999923706055
2018-04-27,15.569999694824219
2018-04-30,15.380000114440918
2018-05-01,15.239999771118164
2018-05-02,15.420000076293945
2018-05-03,15.460000038146973
2018-05-04,15.539999961853027
2018-05-07,15.520000457763672
2018-05-08,15.510000228881836
2018-05-09,15.529999732971191
2018-05-10,15.739999771118164
2018-05-11,15.699999809265137
2018-05-14,15.5600004196167
2018-05-15,15.329999923706055
2018-05-16,15.40999984741211
2018-05-17,15.470000267028809
2018-05-18,15.479999542236328
2018-05-21,15.539999961853027
2018-05-22,15.579999923706055
2018-05-23,15.5
2018-05-24,15.6899995803833
2018-05-25,15.529999732971191
2018-05-29,15.4399995803833
2018-05-30,15.550000190734863
2018-05-31,15.460000038146973
